"Scenario","Attribute","Commodity","Process","Period","Value","Sector","Subsector","Technology","Fuel","Enduse","Unit","Parameters","FuelGroup","FuelSourceProcess","CommoditySet","ProcessSet","Technology_Group"
"Kea","VAR_FOut","C_OTH-MPS","C_OTH-MPS_-ELC","2045","0.423974","Commercial","Other (Commercial)","Stationary Motor","Electricity","Motive Power, Stationary","PJ","End Use Demand","Electricity","","","","Stationary Motive Power"
"Kea","VAR_FOut","C_OTH-MPS","C_OTH-MPS_-ELC","2050","0.434170","Commercial","Other (Commercial)","Stationary Motor","Electricity","Motive Power, Stationary","PJ","End Use Demand","Electricity","","","","Stationary Motive Power"
"Kea","VAR_FOut","C_OTH-MPS","C_OTH-MPS_-ELC","2055","0.443127","Commercial","Other (Commercial)","Stationary Motor","Electricity","Motive Power, Stationary","PJ","End Use Demand","Electricity","","","","Stationary Motive Power"
"Kea","VAR_FOut","C_OTH-MPS","C_OTH-MPS_-ELC","2060","0.451380","Commercial","Other (Commercial)","Stationary Motor","Electricity","Motive Power, Stationary","PJ","End Use Demand","Electricity","","","","Stationary Motive Power"
"Tui","VAR_FOut","C_OTH-MPS","C_OTH-MPS_-ELC","2025","0.283498","Commercial","Other (Commercial)","Stationary Motor","Electricity","Motive Power, Stationary","PJ","End Use Demand","Electricity","","","","Stationary Motive Power"
"Tui","VAR_FOut","C_OTH-MPS","C_OTH-MPS_-ELC","2030","0.409842","Commercial","Other (Commercial)","Stationary Motor","Electricity","Motive Power, Stationary","PJ","End Use Demand","Electricity","","","","Stationary Motive Power"
"Tui","VAR_FOut","C_OTH-MPS","C_OTH-MPS_-ELC","2035","0.429080","Commercial","Other (Commercial)","Stationary Motor","Electricity","Motive Power, Stationary","PJ","End Use Demand","Electricity","","","","Stationary Motive Power"
"Tui","VAR_FOut","C_OTH-MPS","C_OTH-MPS_-ELC","2040","0.437132","Commercial","Other (Commercial)","Stationary Motor","Electricity","Motive Power, Stationary","PJ","End Use Demand","Electricity","","","","Stationary Motive Power"
"Tui","VAR_FOut","C_OTH-MPS","C_OTH-MPS_-ELC","2045","0.441647","Commercial","Other (Commercial)","Stationary Motor","Electricity","Motive Power, Stationary","PJ","End Use Demand","Electricity","","","","Stationary Motive Power"
"Tui","VAR_FOut","C_OTH-MPS","C_OTH-MPS_-ELC","2050","0.443864","Commercial","Other (Commercial)","Stationary Motor","Electricity","Motive Power, Stationary","PJ","End Use Demand","Electricity","","","","Stationary Motive Power"
"Tui","VAR_FOut","C_OTH-MPS","C_OTH-MPS_-ELC","2055","0.444835","Commercial","Other (Commercial)","Stationary Motor","Electricity","Motive Power, Stationary","PJ","End Use Demand","Electricity","","","","Stationary Motive Power"
"Tui","VAR_FOut","C_OTH-MPS","C_OTH-MPS_-ELC","2060","0.445093","Commercial","Other (Commercial)","Stationary Motor","Electricity","Motive Power, Stationary","PJ","End Use Demand","Electricity","","","","Stationary Motive Power"
"Kea","VAR_FOut","C_OTH-MPS","C_OTH-MPS_-ELC00","2018","0.320000","Commercial","Other (Commercial)","Stationary Motor","Electricity","Motive Power, Stationary","PJ","End Use Demand","Electricity","","","","Stationary Motive Power"
"Kea","VAR_FOut","C_OTH-MPS","C_OTH-MPS_-ELC00","2025","0.096554","Commercial","Other (Commercial)","Stationary Motor","Electricity","Motive Power, Stationary","PJ","End Use Demand","Electricity","","","","Stationary Motive Power"
"Tui","VAR_FOut","C_OTH-MPS","C_OTH-MPS_-ELC00","2018","0.320000","Commercial","Other (Commercial)","Stationary Motor","Electricity","Motive Power, Stationary","PJ","End Use Demand","Electricity","","","","Stationary Motive Power"
"Tui","VAR_FOut","C_OTH-MPS","C_OTH-MPS_-ELC00","2025","0.096554","Commercial","Other (Commercial)","Stationary Motor","Electricity","Motive Power, Stationary","PJ","End Use Demand","Electricity","","","","Stationary Motive Power"
"Kea","VAR_FOut","C_OTH-OTH","C_OTH-OTH_ELEC-ELC00","2018","0.310000","Commercial","Other (Commercial)","Electronics and Other Appliances","Electricity","Electronics and Other Appliances","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Tui","VAR_FOut","C_OTH-OTH","C_OTH-OTH_ELEC-ELC00","2018","0.310000","Commercial","Other (Commercial)","Electronics and Other Appliances","Electricity","Electronics and Other Appliances","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Kea","VAR_FOut","C_OTH-OTH","C_OTH-OTH_Elec-ELC","2025","0.350029","Commercial","Other (Commercial)","Electronics and Other Appliances","Electricity","Electronics and Other Appliances","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Kea","VAR_FOut","C_OTH-OTH","C_OTH-OTH_Elec-ELC","2030","0.363412","Commercial","Other (Commercial)","Electronics and Other Appliances","Electricity","Electronics and Other Appliances","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Kea","VAR_FOut","C_OTH-OTH","C_OTH-OTH_Elec-ELC","2035","0.381562","Commercial","Other (Commercial)","Electronics and Other Appliances","Electricity","Electronics and Other Appliances","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Kea","VAR_FOut","C_OTH-OTH","C_OTH-OTH_Elec-ELC","2040","0.396762","Commercial","Other (Commercial)","Electronics and Other Appliances","Electricity","Electronics and Other Appliances","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Kea","VAR_FOut","C_OTH-OTH","C_OTH-OTH_Elec-ELC","2045","0.408749","Commercial","Other (Commercial)","Electronics and Other Appliances","Electricity","Electronics and Other Appliances","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Kea","VAR_FOut","C_OTH-OTH","C_OTH-OTH_Elec-ELC","2050","0.418578","Commercial","Other (Commercial)","Electronics and Other Appliances","Electricity","Electronics and Other Appliances","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Kea","VAR_FOut","C_OTH-OTH","C_OTH-OTH_Elec-ELC","2055","0.427214","Commercial","Other (Commercial)","Electronics and Other Appliances","Electricity","Electronics and Other Appliances","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Kea","VAR_FOut","C_OTH-OTH","C_OTH-OTH_Elec-ELC","2060","0.435170","Commercial","Other (Commercial)","Electronics and Other Appliances","Electricity","Electronics and Other Appliances","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Tui","VAR_FOut","C_OTH-OTH","C_OTH-OTH_Elec-ELC","2025","0.366403","Commercial","Other (Commercial)","Electronics and Other Appliances","Electricity","Electronics and Other Appliances","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Tui","VAR_FOut","C_OTH-OTH","C_OTH-OTH_Elec-ELC","2030","0.395124","Commercial","Other (Commercial)","Electronics and Other Appliances","Electricity","Electronics and Other Appliances","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Tui","VAR_FOut","C_OTH-OTH","C_OTH-OTH_Elec-ELC","2035","0.413671","Commercial","Other (Commercial)","Electronics and Other Appliances","Electricity","Electronics and Other Appliances","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Tui","VAR_FOut","C_OTH-OTH","C_OTH-OTH_Elec-ELC","2040","0.421434","Commercial","Other (Commercial)","Electronics and Other Appliances","Electricity","Electronics and Other Appliances","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Tui","VAR_FOut","C_OTH-OTH","C_OTH-OTH_Elec-ELC","2045","0.425786","Commercial","Other (Commercial)","Electronics and Other Appliances","Electricity","Electronics and Other Appliances","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Tui","VAR_FOut","C_OTH-OTH","C_OTH-OTH_Elec-ELC","2050","0.427924","Commercial","Other (Commercial)","Electronics and Other Appliances","Electricity","Electronics and Other Appliances","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Tui","VAR_FOut","C_OTH-OTH","C_OTH-OTH_Elec-ELC","2055","0.428861","Commercial","Other (Commercial)","Electronics and Other Appliances","Electricity","Electronics and Other Appliances","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Tui","VAR_FOut","C_OTH-OTH","C_OTH-OTH_Elec-ELC","2060","0.429109","Commercial","Other (Commercial)","Electronics and Other Appliances","Electricity","Electronics and Other Appliances","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Kea","VAR_FOut","C_OTH-SC","C_OTH-SC_AIRHP-ELC","2025","1.095226","Commercial","Other (Commercial)","Heat Pump","Electricity","Space Cooling","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SC","C_OTH-SC_AIRHP-ELC","2030","1.549053","Commercial","Other (Commercial)","Heat Pump","Electricity","Space Cooling","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SC","C_OTH-SC_AIRHP-ELC","2035","1.626418","Commercial","Other (Commercial)","Heat Pump","Electricity","Space Cooling","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SC","C_OTH-SC_AIRHP-ELC","2040","1.691208","Commercial","Other (Commercial)","Heat Pump","Electricity","Space Cooling","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SC","C_OTH-SC_AIRHP-ELC","2045","1.742302","Commercial","Other (Commercial)","Heat Pump","Electricity","Space Cooling","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SC","C_OTH-SC_AIRHP-ELC","2050","1.784202","Commercial","Other (Commercial)","Heat Pump","Electricity","Space Cooling","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SC","C_OTH-SC_AIRHP-ELC","2055","1.821011","Commercial","Other (Commercial)","Heat Pump","Electricity","Space Cooling","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SC","C_OTH-SC_AIRHP-ELC","2060","1.854924","Commercial","Other (Commercial)","Heat Pump","Electricity","Space Cooling","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SC","C_OTH-SC_AIRHP-ELC","2025","1.165021","Commercial","Other (Commercial)","Heat Pump","Electricity","Space Cooling","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SC","C_OTH-SC_AIRHP-ELC","2030","1.684228","Commercial","Other (Commercial)","Heat Pump","Electricity","Space Cooling","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SC","C_OTH-SC_AIRHP-ELC","2035","1.763283","Commercial","Other (Commercial)","Heat Pump","Electricity","Space Cooling","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SC","C_OTH-SC_AIRHP-ELC","2040","1.796376","Commercial","Other (Commercial)","Heat Pump","Electricity","Space Cooling","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SC","C_OTH-SC_AIRHP-ELC","2045","1.814926","Commercial","Other (Commercial)","Heat Pump","Electricity","Space Cooling","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SC","C_OTH-SC_AIRHP-ELC","2050","1.824039","Commercial","Other (Commercial)","Heat Pump","Electricity","Space Cooling","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SC","C_OTH-SC_AIRHP-ELC","2055","1.828030","Commercial","Other (Commercial)","Heat Pump","Electricity","Space Cooling","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SC","C_OTH-SC_AIRHP-ELC","2060","1.829091","Commercial","Other (Commercial)","Heat Pump","Electricity","Space Cooling","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SC","C_OTH-SC_AIRHP-ELC00","2018","1.322000","Commercial","Other (Commercial)","Heat Pump","Electricity","Space Cooling","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SC","C_OTH-SC_AIRHP-ELC00","2025","0.396783","Commercial","Other (Commercial)","Heat Pump","Electricity","Space Cooling","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SC","C_OTH-SC_AIRHP-ELC00","2018","1.322000","Commercial","Other (Commercial)","Heat Pump","Electricity","Space Cooling","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SC","C_OTH-SC_AIRHP-ELC00","2025","0.396783","Commercial","Other (Commercial)","Heat Pump","Electricity","Space Cooling","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_AirHP-ELC","2025","0.082230","Commercial","Other (Commercial)","Heat Pump","Electricity","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_AirHP-ELC","2030","0.190824","Commercial","Other (Commercial)","Heat Pump","Electricity","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_AirHP-ELC","2035","0.190824","Commercial","Other (Commercial)","Heat Pump","Electricity","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_AirHP-ELC","2040","0.305697","Commercial","Other (Commercial)","Heat Pump","Electricity","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_AirHP-ELC","2045","0.342500","Commercial","Other (Commercial)","Heat Pump","Electricity","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_AirHP-ELC","2050","0.332626","Commercial","Other (Commercial)","Heat Pump","Electricity","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_AirHP-ELC","2055","0.336009","Commercial","Other (Commercial)","Heat Pump","Electricity","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_AirHP-ELC","2060","0.321232","Commercial","Other (Commercial)","Heat Pump","Electricity","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_AirHP-ELC","2025","0.091250","Commercial","Other (Commercial)","Heat Pump","Electricity","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_AirHP-ELC","2030","0.208428","Commercial","Other (Commercial)","Heat Pump","Electricity","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_AirHP-ELC","2035","0.224023","Commercial","Other (Commercial)","Heat Pump","Electricity","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_AirHP-ELC","2040","0.308654","Commercial","Other (Commercial)","Heat Pump","Electricity","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_AirHP-ELC","2045","0.356777","Commercial","Other (Commercial)","Heat Pump","Electricity","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_AirHP-ELC","2050","0.343318","Commercial","Other (Commercial)","Heat Pump","Electricity","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_AirHP-ELC","2055","0.328089","Commercial","Other (Commercial)","Heat Pump","Electricity","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_AirHP-ELC","2060","0.316758","Commercial","Other (Commercial)","Heat Pump","Electricity","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_AirHP-ELC00","2018","0.955401","Commercial","Other (Commercial)","Heat Pump","Electricity","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_AirHP-ELC00","2025","0.286620","Commercial","Other (Commercial)","Heat Pump","Electricity","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_AirHP-ELC00","2018","0.955401","Commercial","Other (Commercial)","Heat Pump","Electricity","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_AirHP-ELC00","2025","0.286620","Commercial","Other (Commercial)","Heat Pump","Electricity","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-COA00","2018","0.053302","Commercial","Other (Commercial)","Boiler","Coal","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-COA00","2025","0.038378","Commercial","Other (Commercial)","Boiler","Coal","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-COA00","2030","0.027717","Commercial","Other (Commercial)","Boiler","Coal","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-COA00","2035","0.017057","Commercial","Other (Commercial)","Boiler","Coal","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-COA00","2040","0.006396","Commercial","Other (Commercial)","Boiler","Coal","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-COA00","2018","0.053302","Commercial","Other (Commercial)","Boiler","Coal","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-COA00","2025","0.038378","Commercial","Other (Commercial)","Boiler","Coal","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-COA00","2030","0.027717","Commercial","Other (Commercial)","Boiler","Coal","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-COA00","2035","0.017057","Commercial","Other (Commercial)","Boiler","Coal","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-COA00","2040","0.006396","Commercial","Other (Commercial)","Boiler","Coal","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-DSL00","2018","0.014349","Commercial","Other (Commercial)","Boiler","Diesel","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-DSL00","2025","0.010332","Commercial","Other (Commercial)","Boiler","Diesel","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-DSL00","2030","0.007462","Commercial","Other (Commercial)","Boiler","Diesel","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-DSL00","2035","0.004592","Commercial","Other (Commercial)","Boiler","Diesel","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-DSL00","2040","0.001722","Commercial","Other (Commercial)","Boiler","Diesel","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-DSL00","2018","0.014349","Commercial","Other (Commercial)","Boiler","Diesel","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-DSL00","2025","0.010332","Commercial","Other (Commercial)","Boiler","Diesel","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-DSL00","2030","0.007462","Commercial","Other (Commercial)","Boiler","Diesel","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-DSL00","2035","0.004592","Commercial","Other (Commercial)","Boiler","Diesel","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-DSL00","2040","0.001722","Commercial","Other (Commercial)","Boiler","Diesel","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-ELC","2025","0.281710","Commercial","Other (Commercial)","Boiler","Electricity","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-ELC","2030","0.292481","Commercial","Other (Commercial)","Boiler","Electricity","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-ELC","2035","0.458280","Commercial","Other (Commercial)","Boiler","Electricity","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-ELC","2040","0.631011","Commercial","Other (Commercial)","Boiler","Electricity","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-ELC","2045","0.822421","Commercial","Other (Commercial)","Boiler","Electricity","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-ELC","2050","1.010638","Commercial","Other (Commercial)","Boiler","Electricity","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-ELC","2055","1.031489","Commercial","Other (Commercial)","Boiler","Electricity","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-ELC","2060","1.050698","Commercial","Other (Commercial)","Boiler","Electricity","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-ELC","2025","0.294888","Commercial","Other (Commercial)","Boiler","Electricity","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-ELC","2030","0.318003","Commercial","Other (Commercial)","Boiler","Electricity","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-ELC","2035","0.495917","Commercial","Other (Commercial)","Boiler","Electricity","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-ELC","2040","0.664714","Commercial","Other (Commercial)","Boiler","Electricity","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-ELC","2045","0.856702","Commercial","Other (Commercial)","Boiler","Electricity","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-ELC","2050","1.033204","Commercial","Other (Commercial)","Boiler","Electricity","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-ELC","2055","1.035464","Commercial","Other (Commercial)","Boiler","Electricity","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-ELC","2060","1.036065","Commercial","Other (Commercial)","Boiler","Electricity","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-FOL00","2018","0.005185","Commercial","Other (Commercial)","Boiler","Fuel Oil","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-FOL00","2025","0.004763","Commercial","Other (Commercial)","Boiler","Fuel Oil","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-FOL00","2030","0.003440","Commercial","Other (Commercial)","Boiler","Fuel Oil","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-FOL00","2035","0.002117","Commercial","Other (Commercial)","Boiler","Fuel Oil","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-FOL00","2040","0.000794","Commercial","Other (Commercial)","Boiler","Fuel Oil","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-FOL00","2018","0.005185","Commercial","Other (Commercial)","Boiler","Fuel Oil","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-FOL00","2025","0.004763","Commercial","Other (Commercial)","Boiler","Fuel Oil","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-FOL00","2030","0.003440","Commercial","Other (Commercial)","Boiler","Fuel Oil","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-FOL00","2035","0.002117","Commercial","Other (Commercial)","Boiler","Fuel Oil","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-FOL00","2040","0.000794","Commercial","Other (Commercial)","Boiler","Fuel Oil","Space Heating","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-H2R","2025","0.003431","Commercial","Other (Commercial)","Boiler","Green Hydrogen","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-H2R","2030","0.003431","Commercial","Other (Commercial)","Boiler","Green Hydrogen","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","C_OTH-SH","C_OTH-SH_Boiler-H2R","2035","0.003431","Commercial","Other (Commercial)","Boiler","Green Hydrogen","Space Heating","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
